Pokemon,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13,Move14,Move15,Move16,Move17,Move18,Move19,Move20,Move21,Move22,Move23,Move24,Move25,Move26,Move27,Move28,Move29,Move30,Move31,Move32,Move33,Move34,Move35,Move36,Move37,Move38,Move39,Move40,Move41,Move42,Move43,Move44,Move45,Move46,Move47,Move48,Move49,Move50,Move51,Move52,Move53,Move54,Move55,Move56,Move57,Move58,Move59,Move60,Move61,Move62,Move63,Move64,Move65,Move66,Move67,Move68,Move69,Move70,Move71,Move72,Move73,Move74,Move75,Move76,Move77,Move78,Move79,Move80,Move81,Move82,Move83,Move84,Move85,Move86,Move87,Move88,Move89,Move90,Move91,Move92,Move93,Move94,Move95,Move96,Move97,Move98,Move99,Move100,Move101,Move102,Move103,Move104,Move105,Move106,Move107,Move108,Move109,Move110,Move111,Move112,Move113,Move114,Move115,Move116,Move117,Move118,Move119,Move120,Move121,Move122,Move123,Move124,Move125,Move126,Move127,Move128,Move129,Move130,Move131,Move132,Move133,Move134,Move135,Move136,Move137,Move138,Move139,Move140,Move141,Move142,Move143,Move144,Move145,Move146,Move147,Move148,Move149,Move150,Move151,Move152,Move153,Move154,Move155,Move156,Move157,Move158,Move159,Move160,Move161,Move162,Move163,Move164,Move165,Move166,Move167,Move168,Move169,Move170,Move171,Move172,Move173,Move174,Move175,Move176,Move177,Move178,Move179,Move180,Move181,Move182,Move183,Move184,Move185,Move186,Move187,Move188,Move189,Move190,Move191,Move192,Move193,Move194,Move195,Move196,Move197,Move198,Move199,Move200,Move201,Move202,Move203,Move204,Move205,Move206,Move207,Move208,Move209,Move210,Move211,Move212,Move213,Move214,Move215,Move216,Move217,Move218,Move219,Move220,Move221,Move222,Move223,Move224,Move225,Move226,Move227,Move228,Move229,Move230,Move231,Move232,Move233,Move234,Move235,Move236,Move237,Move238,Move239,Move240,Move241,Move242,Move243,Move244,Move245,Move246,Move247,Move248,Move249,Move250,Move251,Move252,Move253,Move254,Move255,Move256,Move257,Move258
Starmie,Facade,Swagger,Recover,Hyper Beam,Giga Impact,Psychic,Dazzling Gleam,Recycle,Waterfall,Psycho Cut,Endure,Substitute,Brine,Water Pulse,Minimize,Rain Dance,Thunder,Flash,Avalanche,Dream Eater,Trick Room,Whirlpool,Snore,Ally Switch,Rapid Spin,Agility,Double Team,Psych Up,Tri Attack,Cosmic Power,Skill Swap,Flip Turn,Dive,Surf,Reflect,Flash Cannon,Thunder Wave,Psyshock,Trick,Light Screen,Icy Wind,Rest,Blizzard,Thunderbolt,Scald,Wonder Room,Meteor Beam,Confuse Ray,Hydro Pump,Power Gem,Harden,Sleep Talk,Swift,Round,Protect,Water Gun,Ice Beam,Gyro Ball,Hail,Tackle,Psybeam,Grass Knot,Expanding Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Mime,Role Play,Facade,Torment,Thief,Focus Blast,Swagger,Hyper Beam,Energy Ball,Dazzling Gleam,Recycle,Guard Swap,Safeguard,Psychic,Calm Mind,Endure,Payback,Giga Impact,Thunder,Substitute,Rain Dance,Dream Eater,Power Shift,Flash,Power Split,Trick Room,Copycat,Iron Defense,Mystical Fire,Quick Guard,Magical Leaf,Tickle,Ice Punch,Fake Out,Fling,Double Team,Psych Up,Pound,Nasty Plot,Magic Room,Focus Punch,Solar Beam,Future Sight,Aerial Ace,Skill Swap,Reflect,Hypnosis,Power Swap,Shadow Ball,Shock Wave,Sucker Punch,Thunder Wave,Confusion,Trick,Light Screen,Icy Wind,Sunny Day,Rest,Thunderbolt,Wide Guard,Confuse Ray,Teeter Dance,Sleep Talk,Brick Break,Baton Pass,Protect,Taunt,Charge Beam,Mimic,Thunder Punch,Drain Punch,Fire Punch,Attract,Encore,Psybeam,Grass Knot,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scyther,Close Combat,Thief,Facade,Double Hit,Counter,U-turn,Giga Impact,Hyper Beam,Psycho Cut,Acrobatics,Quick Attack,Lunge,Endure,Substitute,Calm Mind,Rain Dance,Wing Attack,Ominous Wind,Quick Guard,Skitter Smack,Focus Energy,Agility,Air Slash,Reversal,Helping Hand,Air Cutter,Double Team,Bug Buzz,Feint,Aerial Ace,Night Slash,Tailwind,Bug Bite,Rock Smash,Light Screen,Sunny Day,Swords Dance,Rest,X-Scissor,Pounce,Leer,Take Down,Slash,Fury Cutter,Trailblaze,Silver Wind,Sleep Talk,Swift,Brick Break,Protect,Baton Pass,Tera Blast,Struggle Bug,Scary Face,Dual Wingbeat,Defog,False Swipe,Vacuum Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jynx,Role Play,Facade,Swagger,Psycho Cut,Mean Look,Substitute,Perish Song,Rain Dance,Uproar,Hyper Voice,Snore,Psych Up,Nasty Plot,Focus Punch,Magic Room,Psyshock,Trick,Rest,Sleep Talk,Mega Kick,Round,Stored Power,Drain Punch,Sing,Grass Knot,Thief,Torment,Focus Blast,Energy Ball,Recycle,Water Pulse,Trick Room,Ice Punch,Powder Snow,Fake Tears,Fake Out,Pound,Reflect,Shadow Ball,Ice Beam,Hail,Zen Headbutt,Lovely Kiss,Hyper Beam,Payback,Psychic,Psychic Terrain,Dream Eater,Avalanche,Copycat,Skill Swap,Confusion,Light Screen,Lick,Icy Wind,Covet,Draining Kiss,Charm,Taunt,Triple Axel,Sweet Kiss,Attract,Encore,Icicle Spear,Giga Impact,Calm Mind,Endure,Flash,Ally Switch,Body Slam,Helping Hand,Fling,Double Team,Metronome,Future Sight,Wish,Mega Punch,Blizzard,Wonder Room,Brick Break,Protect,Expanding Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electabuzz,Thief,Facade,Focus Blast,Hyper Beam,Giga Impact,Psychic,Quick Attack,Low Kick,Endure,Substitute,Screech,Thunder,Rain Dance,Uproar,Iron Tail,Charge,Ice Punch,Body Slam,Helping Hand,Electro Ball,Thunder Shock,Fling,Metronome,Electric Terrain,Spark,Supercell Slam,Focus Punch,Knock Off,Wild Charge,Thunder Wave,Shock Wave,Double-Edge,Rock Smash,Light Screen,Rest,Thunderbolt,Low Sweep,Eerie Impulse,Trailblaze,Leer,Take Down,Electroweb,Metal Sound,Sleep Talk,Bulk Up,Swift,Brick Break,Protect,Taunt,Tera Blast,Charge Beam,Volt Switch,Thunder Punch,Fire Punch,Discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmar,Flame Charge,Thief,Facade,Focus Blast,Roar,Hyper Beam,Giga Impact,Psychic,Overheat,Low Kick,Endure,Fire Blast,Substitute,Iron Tail,Uproar,Poison Jab,Focus Energy,Ember,Flame Wheel,Body Slam,Helping Hand,Curse,Smokescreen,Fling,Metronome,Focus Punch,Knock Off,Will-O-Wisp,Heat Wave,Burning Jealousy,Double-Edge,Rock Smash,Fire Spin,Sunny Day,Flamethrower,Flare Blitz,Rest,Heat Crash,Poison Gas,Low Sweep,Clear Smog,Leer,Take Down,Temper Flare,Scorching Sands,Confuse Ray,Lava Plume,Sleep Talk,Smog,Protect,Brick Break,Acid Spray,Taunt,Tera Blast,Scary Face,Thunder Punch,Fire Punch,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinsir,Close Combat,Submission,Facade,Double Hit,Thief,Focus Blast,Hyper Beam,Giga Impact,Swagger,Throat Chop,Quick Attack,Endure,Substitute,High Horsepower,Rain Dance,Stealth Rock,Guillotine,Iron Defense,Snore,Focus Energy,Vise Grip,Thrash,Bind,Rock Slide,Helping Hand,Body Slam,Reversal,Vital Throw,Fling,Fury Attack,Earthquake,Double Team,Seismic Toss,Rock Tomb,Strength,Feint,Focus Punch,Bug Bite,Rock Smash,Revenge,Flail,Swords Dance,Sunny Day,Stone Edge,Dig,Superpower,Rest,X-Scissor,Rock Climb,Storm Throw,Brutal Swing,Sleep Talk,Harden,Bulk Up,Cut,Brick Break,Protect,Round,Bulldoze,False Swipe,Attract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauros,Close Combat,Swagger,Thief,Facade,Throat Chop,Payback,Giga Impact,Hyper Beam,Endure,Substitute,Fire Blast,Work Up,Thunder,Rain Dance,High Horsepower,Water Pulse,Iron Tail,Thrash,Curse,Body Slam,Rock Slide,Helping Hand,Reversal,Lash Out,Double Team,Earthquake,Horn Attack,Rock Tomb,Strength,Iron Head,Solar Beam,Wild Charge,Surf,Stomping Tantrum,Shadow Ball,Double-Edge,Shock Wave,Rock Smash,Tail Whip,Icy Wind,Sunny Day,Flamethrower,Stone Edge,Rest,Dig,Thunderbolt,Blizzard,Outrage,Rock Climb,Trailblaze,Take Down,Smart Strike,Sleep Talk,Protect,Assurance,Raging Bull,Tera Blast,Scary Face,Bulldoze,Sandstorm,Ice Beam,Attract,Tackle,Endeavor,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magikarp,Flail,Tackle,Splash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,Roar,Facade,Hyper Beam,Chilling Water,Dragon Tail,Waterfall,Giga Impact,Dark Pulse,Endure,Substitute,Fire Blast,Brine,Water Pulse,Rain Dance,Splash,Twister,Avalanche,Thunder,Muddy Water,Whirlpool,Iron Tail,Focus Energy,Thrash,Spite,Dragon Dance,Body Slam,Helping Hand,Lash Out,Earthquake,Crunch,Aqua Tail,Iron Head,Dragon Pulse,Hurricane,Surf,Thunder Wave,Double-Edge,Rock Smash,Icy Wind,Flail,Sunny Day,Dragon Cheer,Flamethrower,Stone Edge,Rest,Thunderbolt,Blizzard,Outrage,Scald,Scale Shot,Leer,Take Down,Temper Flare,Hydro Pump,Sleep Talk,Protect,Taunt,Tera Blast,Scary Face,Ice Fang,Bulldoze,Sandstorm,Ice Beam,Tackle,Endeavor,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lapras,Facade,Swagger,Waterfall,Safeguard,Substitute,Perish Song,Brine,Rain Dance,Hyper Voice,Curse,Surf,Sheer Cold,Rest,Outrage,Smart Strike,Sleep Talk,Growl,Tera Blast,Haze,Sing,Weather Ball,Drill Run,Roar,Water Pulse,Ancient Power,Iron Tail,Tickle,Dragon Dance,Disarming Voice,Iron Head,Reflect,Liquidation,Rock Smash,Dragon Cheer,Freeze-Dry,Hydro Pump,Ice Beam,Hail,Zen Headbutt,Hyper Beam,Psychic,Thunder,Muddy Water,Dream Eater,Avalanche,Whirlpool,Horn Drill,Body Press,Psychic Noise,Shock Wave,Icy Wind,Thunderbolt,Sparkling Aria,Take Down,Confuse Ray,Fissure,Charm,Mist,Bulldoze,Attract,Ice Shard,Icicle Spear,Chilling Water,Giga Impact,Endure,Alluring Voice,Body Slam,Helping Hand,Double Team,Earthquake,Strength,Dragon Pulse,Future Sight,Snowscape,Double-Edge,Blizzard,Life Dew,Protect,Water Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditto,Transform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eevee,Roar,Facade,Quick Attack,Calm Mind,Endure,Substitute,Iron Tail,Rain Dance,Hyper Voice,Copycat,Alluring Voice,Focus Energy,Tickle,Curse,Body Slam,Helping Hand,Fake Tears,Baby-Doll Eyes,Sand Attack,Double Kick,Wish,Detect,Shadow Ball,Double-Edge,Tail Whip,Flail,Sunny Day,Dig,Covet,Rest,Last Resort,Yawn,Trailblaze,Take Down,Mud-Slap,Sleep Talk,Charm,Swift,Baton Pass,Growl,Protect,Stored Power,Tera Blast,Mimic,Tackle,Weather Ball,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaporeon,Roar,Facade,Chilling Water,Giga Impact,Hyper Beam,Waterfall,Quick Attack,Calm Mind,Endure,Substitute,Water Pulse,Muddy Water,Rain Dance,Hyper Voice,Iron Tail,Copycat,Whirlpool,Alluring Voice,Focus Energy,Tickle,Curse,Body Slam,Helping Hand,Fake Tears,Baby-Doll Eyes,Sand Attack,Aqua Tail,Aurora Beam,Aqua Ring,Flip Turn,Double Kick,Wish,Surf,Detect,Liquidation,Acid Armor,Double-Edge,Shadow Ball,Rock Smash,Tail Whip,Flail,Icy Wind,Sunny Day,Dig,Covet,Rest,Last Resort,Yawn,Blizzard,Scald,Trailblaze,Take Down,Mud-Slap,Hydro Pump,Sleep Talk,Charm,Swift,Baton Pass,Growl,Protect,Stored Power,Tera Blast,Bubble,Haze,Mimic,Water Gun,Ice Beam,Tackle,Weather Ball,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolteon,Roar,Facade,Hyper Beam,Giga Impact,Quick Attack,Calm Mind,Endure,Substitute,Thunder,Iron Tail,Rain Dance,Hyper Voice,Copycat,Discharge,Alluring Voice,Charge,Tickle,Agility,Curse,Body Slam,Helping Hand,Focus Energy,Fake Tears,Electro Ball,Baby-Doll Eyes,Thunder Shock,Sand Attack,Electric Terrain,Double Kick,Wild Charge,Wish,Detect,Thunder Wave,Double-Edge,Shadow Ball,Pin Missile,Rock Smash,Tail Whip,Flail,Sunny Day,Light Screen,Dig,Covet,Rest,Last Resort,Yawn,Eerie Impulse,Thunderbolt,Trailblaze,Take Down,Thunder Fang,Electroweb,Metal Sound,Mud-Slap,Sleep Talk,Charm,Swift,Baton Pass,Growl,Protect,Stored Power,Tera Blast,Charge Beam,Volt Switch,Mimic,False Swipe,Tackle,Weather Ball,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flareon,Flame Charge,Facade,Roar,Hyper Beam,Giga Impact,Overheat,Quick Attack,Calm Mind,Endure,Substitute,Fire Blast,Iron Tail,Rain Dance,Hyper Voice,Power Shift,Mystical Fire,Copycat,Alluring Voice,Focus Energy,Ember,Tickle,Curse,Body Slam,Helping Hand,Fake Tears,Endeavor,Baby-Doll Eyes,Sand Attack,Double Kick,Wish,Detect,Will-O-Wisp,Shadow Ball,Double-Edge,Heat Wave,Burning Jealousy,Rock Smash,Tail Whip,Fire Spin,Flail,Sunny Day,Flare Blitz,Flamethrower,Dig,Covet,Rest,Last Resort,Yawn,Trailblaze,Take Down,Temper Flare,Scorching Sands,Mud-Slap,Lava Plume,Sleep Talk,Charm,Swift,Smog,Baton Pass,Growl,Protect,Stored Power,Tera Blast,Scary Face,Fire Fang,Mimic,Tackle,Weather Ball,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon,Conversion 2,Thief,Facade,Recover,Hyper Beam,Giga Impact,Psychic,Recycle,Endure,Substitute,Thunder,Iron Tail,Rain Dance,Trick Room,Magnet Rise,Charge,Agility,Thunder Shock,Zap Cannon,Tri Attack,Gravity,Spark,Conversion,Solar Beam,Aerial Ace,Foul Play,Thunder Wave,Double-Edge,Psyshock,Shadow Ball,Trick,Icy Wind,Sunny Day,Rest,Thunderbolt,Blizzard,Eerie Impulse,Tackle,Take Down,Electroweb,Sleep Talk,Swift,Protect,Lock-On,Tera Blast,Charge Beam,Ice Beam,Discharge,Psybeam,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omanyte,Facade,Thief,Swagger,Waterfall,Endure,Substitute,Brine,Muddy Water,Ancient Power,Bubble Beam,Water Pulse,Rain Dance,Stealth Rock,Whirlpool,Iron Defense,Snore,Tickle,Bind,Mud Shot,Rollout,Rock Slide,Body Slam,Supersonic,Slam,Earth Power,Double Team,Sand Attack,Rock Tomb,Aurora Beam,Toxic Spikes,Knock Off,Reflect Type,Dive,Surf,Rock Smash,Icy Wind,Withdraw,Rock Polish,Shell Smash,Rest,Blizzard,Scald,Leer,Meteor Beam,Hydro Pump,Sleep Talk,Round,Protect,Haze,Rock Blast,Sandstorm,Water Gun,Spikes,Ice Beam,Gyro Ball,Attract,Hail,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omastar,Facade,Thief,Swagger,Hyper Beam,Giga Impact,Waterfall,Endure,Substitute,Brine,Muddy Water,Ancient Power,Bubble Beam,Water Pulse,Rain Dance,Stealth Rock,Whirlpool,Iron Defense,Snore,Tickle,Bind,Mud Shot,Rollout,Rock Slide,Body Slam,Supersonic,Slam,Earth Power,Double Team,Sand Attack,Crunch,Rock Tomb,Aurora Beam,Toxic Spikes,Knock Off,Reflect Type,Dive,Surf,Liquidation,Pin Missile,Rock Smash,Icy Wind,Withdraw,Rock Polish,Shell Smash,Rest,Blizzard,Stone Edge,Scald,Rock Climb,Leer,Meteor Beam,Hydro Pump,Sleep Talk,Round,Protect,Haze,Rock Blast,Sandstorm,Water Gun,Spikes,Ice Beam,Gyro Ball,Attract,Hail,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabuto,Facade,Thief,Swagger,Giga Drain,Waterfall,Endure,Substitute,Scratch,Brine,Screech,Ancient Power,Bubble Beam,Water Pulse,Rain Dance,Stealth Rock,Whirlpool,Iron Defense,Snore,Mega Drain,Rapid Spin,Mud Shot,Rock Slide,Body Slam,Earth Power,Absorb,Double Team,Sand Attack,Aqua Jet,Rock Tomb,Aurora Beam,Aerial Ace,Knock Off,Surf,Liquidation,Rock Smash,Icy Wind,Flail,Rock Polish,Stone Edge,Dig,Blizzard,Rest,Scald,Leer,Metal Sound,Take Down,Meteor Beam,Confuse Ray,Hydro Pump,Sleep Talk,Harden,Round,Protect,Rock Blast,Sandstorm,Ice Beam,Attract,Hail,Leech Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabutops,Facade,Swagger,Psycho Cut,Waterfall,Substitute,Brine,Bubble Beam,Rain Dance,Snore,Rock Slide,Aurora Beam,Knock Off,Surf,Rock Polish,Rest,X-Scissor,Slash,Sleep Talk,Mega Kick,Round,Thief,Water Pulse,Ancient Power,Stealth Rock,Razor Shell,Iron Defense,Rapid Spin,Mud Shot,Earth Power,Sand Attack,Night Slash,Flip Turn,Dive,Liquidation,Rock Smash,Flail,Swords Dance,Stone Edge,Dig,Rock Climb,Hydro Pump,Cut,Ice Beam,Hail,Hyper Beam,Giga Drain,Scratch,Screech,Whirlpool,Mega Drain,Aqua Jet,Rock Tomb,Aerial Ace,Icy Wind,Superpower,Scald,Leer,Take Down,Confuse Ray,Harden,Rock Blast,Attract,Leech Life,Giga Impact,Endure,Low Kick,Body Slam,Absorb,Double Team,Feint,Blizzard,Metal Sound,Meteor Beam,Cross Poison,Brick Break,Protect,Sandstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodactyl,Dragon Breath,Roar,Facade,Torment,Thief,Swagger,Hyper Beam,Giga Impact,Payback,Whirlwind,Endure,Substitute,Fire Blast,Iron Tail,Ancient Power,Rain Dance,Stealth Rock,Wing Attack,Fly,Snore,Agility,Curse,Dragon Dance,Rock Slide,Psychic Fangs,Supersonic,Earth Power,Double Team,Earthquake,Crunch,Roost,Rock Tomb,Strength,Iron Head,Aerial Ace,Dragon Pulse,Hurricane,Tailwind,Heat Wave,Rock Smash,Sunny Day,Flamethrower,Stone Edge,Rest,Rock Polish,Wide Guard,Take Down,Thunder Fang,Meteor Beam,Brutal Swing,Sleep Talk,Dragon Claw,Swift,Protect,Round,Assurance,Taunt,Dual Wingbeat,Scary Face,Rock Blast,Ice Fang,Sandstorm,Bulldoze,Fire Fang,Steel Wing,Defog,Attract,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
